id_star,type,Period,FAP,Amplitud,Rcs,Stetsonk,Mean_variance,Autocor_length,Con,Beyond1Std,SmallKurtosis,Std,Skew,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,PercentDifferenceFluxPercentile,PercentAmplitude,LinearTrend,Eta_e,Mean,Q31,AndersonDarling,Gskew,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32,Pvar,ExcessVar
382032563,EC,0.21447601655224818,0.0,0.11086749999999945,0.016276013723171293,0.8831665698104303,0.0045481517322191805,2,0.0,0.4420113544201135,-1.3269589648262865,0.0748651546212523,0.29559952899389863,5.496933984908581,0.06648900000000069,0.1735604217356042,-0.03333333333333333,0.2603890158066535,0.44716469815665666,0.6491735957602246,0.8203137283918739,0.9460613187891833,0.013146547360929661,0.008812840107894642,0.00021978577341276795,0.3981142209973626,16.460566627737226,0.1406620000000025,1.0,0.05327299999999724,1.7856731359609035,2.427124230887671,1.3810828196428886,1.0,1.8985054243841696e-05
274015151,EC,0.16269821992274236,0.0,0.21199600000000096,0.011455700348020185,0.8676448130167339,0.008331504596172962,2,0.0,0.27250206440957886,-1.0299465107172934,0.13763188269641796,0.6017357665414249,11.51384497470799,0.0933799999999998,0.22460776218001652,-0.1,0.22585642751332224,0.405889173086257,0.5999532206100957,0.7960946754491155,0.9318432775191283,0.024136198695151687,0.02080487625137799,-8.272291698248571e-05,0.743474739041524,16.519451091659786,0.23669100000000043,1.0,0.20341700000000174,1.8458101071562052,2.6073765537186366,1.439501904046287,1.0,6.763053031232434e-05
327918242,EC,0.16466177016490055,0.0,0.17082899999999945,0.01380181650148762,0.8749745925062125,0.006754548933526465,2,0.0,0.3322314049586777,-1.1437472237646775,0.10926948585182503,0.46088265394914274,8.914918079887135,0.08408499999999997,0.20578512396694215,0.1,0.23439091021979575,0.4182975288712281,0.6068763193840838,0.7807525145908385,0.912174358815029,0.019946836096292848,0.015798139405794644,-0.00013020638877656818,0.6942491778305585,16.177169923140493,0.19536725000000033,1.0,0.1238389999999967,1.8465316606555042,2.5797931329796624,1.4064273536234841,1.0,4.423065187080063e-05
38940338,EC,0.19109788768943184,0.0,0.1867959999999993,0.00889680574063492,0.8686682076968013,0.00775987710704582,2,0.0,0.24896608767576509,-1.0273358692766876,0.12240791069588307,0.6109052299926669,8.141228322295786,0.0834539999999997,0.21257237386269645,-0.03333333333333333,0.21759877785482165,0.402569436223531,0.5987778548195284,0.7931598202860337,0.938806627587841,0.022548625251783253,0.018282457843751446,-5.5571894012367466e-05,0.5601846899074681,15.774465111662531,0.21197200000000116,1.0,0.18143799999999644,1.5895559745492707,2.0076917132309267,1.3052079701587946,1.0,5.9037143770875675e-05
92442237,EC,0.36497170545727764,0.0,0.09693749999999923,0.04479692755409037,0.8747093661195667,0.0037920784849697488,4,0.0,0.4081463009143807,-1.1589337520668954,0.058838176224445024,0.23108306411602472,3.5373191530434895,0.052243000000000706,0.2169576059850374,-0.03333333333333333,0.24229096851026222,0.42062204004763687,0.5856759077187239,0.7137951089816382,0.8606019235358483,0.01163928537166794,0.008303294110851027,-0.0005038505716699655,0.1478175009642858,15.516075539484623,0.10575599999999952,1.0,0.03344399999999936,1.847390309823208,2.579669480064802,1.4059428835682766,1.0,1.3599737804317197e-05
388129029,EC,0.14863894072046346,0.0,0.1133822499999999,0.012860534110695494,0.8848268379343168,0.004805744290597771,2,0.0,0.4076797385620915,-1.3378508719970201,0.07636409612166377,0.3012760211278315,8.115502539024728,0.06696899999999939,0.17483660130718953,-0.16666666666666666,0.2614655872662447,0.47254647841047104,0.6616682030173384,0.8189190175874199,0.9399518041437439,0.01380263536522343,0.009448299278100779,-4.681069458114643e-05,0.7888286229491506,15.890170492647057,0.14496150000000085,1.0,0.05793699999999902,1.8678005064758458,2.6594129787579845,1.4297933942080756,1.0,2.1941137083630443e-05
382266319,EC,0.17213784996452555,0.0,0.290707499999999,0.007710441750702273,0.8688682923033341,0.011674789020853069,2,0.0,0.25508474576271184,-0.9611469771167163,0.1847845312764035,0.6473377597084615,13.703787586653064,0.11363599999999963,0.2271186440677966,0.03333333333333333,0.20838722320203631,0.3790372864446957,0.5670728448506229,0.732102328398623,0.8525430673578848,0.03561083077283807,0.028658113122704974,-5.926420853332669e-05,0.6717573064044147,15.827654867796612,0.3161992499999986,1.0,0.29148700000000005,1.7630477122943065,2.393638228507638,1.3888051950124158,1.0,0.00013519813876660796
139722293,EC,0.18384586432494857,0.0,0.13395275000000062,0.01143051109240765,0.8765542623632436,0.005805066079833806,2,0.0,0.32037193575655115,-1.2419582802743898,0.09079707892516121,0.4705153618413477,5.806074542542666,0.06774900000000095,0.18596787827557057,-0.03333333333333333,0.2381409071300899,0.4431387502310951,0.6474201947371685,0.8237929068835931,0.9451140102798088,0.01662722563463856,0.012260939442859295,1.9713839661067773e-07,0.5854220430409186,15.641006954353337,0.16793449999999943,1.0,0.09795500000000246,1.9647560632139327,2.8895736812540096,1.4760346265849367,1.0,3.272330481101196e-05
139993154,EC,0.25473809249129203,0.0,0.1556129999999989,0.008723400396950094,0.886978927031048,0.006709867526778151,3,0.0,0.41700404858299595,-1.3350792857725549,0.10625931381127472,0.3002479301399558,4.220561464012374,0.09332599999999935,0.16113360323886639,-0.1,0.268755944799347,0.4687875406879376,0.6633392246500588,0.8313174498168429,0.9571266353986614,0.01920913641675132,0.012852622224110426,0.00015760449643319334,0.27762201666911934,15.836275960323887,0.2008074999999998,1.0,0.08196200000000431,1.5724219474232333,1.9679161663398848,1.3096496625662866,1.0,4.3952631309555605e-05
234502544,EC,0.23312327875644492,0.0,0.20676525000000012,0.00891171808676864,0.8713731623178681,0.008202209661542748,2,0.0,0.2552845528455285,-1.0995754096252406,0.13857853286461153,0.555721302997644,7.062259059323699,0.10026000000000046,0.191869918699187,-0.03333333333333333,0.22330439674870775,0.40555306054968293,0.6027750497219045,0.7866177755185657,0.9375731044659752,0.024047067583252875,0.01823814853233031,-0.00012941615655504942,0.37140731583344205,16.895268297560975,0.24240350000000177,1.0,0.1833519999999993,1.8466222491902158,2.601386799683827,1.4332607396776413,1.0,6.463468616646247e-05
262608101,EC,0.23964124596398284,0.0,0.18317650000000185,0.018542585478789907,0.8487492967497465,0.006679400529249105,3,0.0,0.1830065359477124,-0.3306471342207056,0.10882201436128149,0.8520168855811658,8.346028552246432,0.06951800000000041,0.238562091503268,0.16666666666666666,0.20358132048752317,0.35011289377747684,0.48033316460879505,0.5632461084349027,0.8467630177876759,0.02163320424759059,0.01874922199287386,-4.0255306215537146e-05,0.31927046313606217,16.292182791666665,0.16889324999999644,1.0,0.20259700000000436,1.5371509650603898,1.921093278373305,1.2968074242417664,1.0,4.3121694430970534e-05
290370888,EC,0.239269589638972,0.0,0.12030100000000044,0.014216167753994768,0.891837780737703,0.0053059432203124346,3,0.0,0.4159802306425041,-1.40216553266281,0.08285578341085438,0.3039156148666164,6.256587141952475,0.07029550000000029,0.17792421746293247,-0.1,0.268946686133401,0.5068155096450749,0.710428052766906,0.8487667480651735,0.9365271010305775,0.0148868096984208,0.010971273113918139,-9.929587926256554e-05,0.3248073451864712,15.615655873146624,0.16419899999999998,1.0,0.0694779999999966,1.8436610189454632,2.5809003575574296,1.4182877852227138,1.0,2.7232763561809744e-05
350622857,EC,0.20675954375930092,0.0,0.09199875000000013,0.023551377745748916,0.8783070349789601,0.0038293995093722157,2,0.0,0.33980582524271846,-1.2206128456150775,0.06271260813213571,0.4879528459393438,3.7080578710674073,0.045620500000000064,0.1941747572815534,0.03333333333333333,0.24179163267028522,0.4366879554342526,0.6504853276313189,0.833722533269541,0.953906597396156,0.010864773355930973,0.008470934538021129,-0.000309038772452688,0.45028033442330767,16.376616745954692,0.11550575000000407,1.0,0.07758350000000291,1.8458266791229516,2.608235407031449,1.4219005402756628,1.0,1.2995093369359235e-05
453097744,EC,0.5285898330478805,0.0,0.17794500000000113,0.02450267276458183,0.8755720764603883,0.0071558575139064814,5,0.0,0.26535626535626533,-0.9909311895371777,0.11276384851099185,0.5577426384434035,2.9229663696396075,0.08409299999999931,0.19656019656019655,-0.23333333333333334,0.22572358329629796,0.4057915334661762,0.5808248634545664,0.7063205126367262,0.8516708352596944,0.022179967397606845,0.016852349212660007,-0.00013517479278357916,0.0710256932230386,15.758257943488942,0.20157199999999875,1.0,0.1621730000000028,1.803564030038081,2.5133034030960117,1.4019249745283135,1.0,5.018345259988271e-05
348897766,EC,0.22102305954153734,0.0,0.20559450000000012,0.016479559691775475,0.8805859546685854,0.010159358108692514,2,0.0,0.2741806554756195,-1.2723702178086502,0.14176653880284262,0.4535509889381731,7.954057679477822,0.10819500000000026,0.18225419664268586,-0.03333333333333333,0.2518600685169286,0.46139508911727767,0.6716796707968,0.8552743443855881,0.9596517793361627,0.028574613611375983,0.022796599991418306,0.00030934717953612877,0.3897775469081944,13.95428109592326,0.26471850000000074,1.0,0.1618309999999994,1.8374840622600594,2.5690283986797384,1.4216167961521122,1.0,0.00010294626686231267
99730917,EC,0.20321903433034674,0.0,0.11748299999999912,0.014847617457814176,0.8793380392163195,0.0049253739463678,2,0.0,0.41254125412541254,-1.28439927727684,0.07893157606897508,0.34107176170795067,6.732633898614021,0.06859649999999995,0.17986798679867988,-0.03333333333333333,0.26078149646951276,0.4312642526659996,0.6378779290739092,0.8162477096872156,0.9489596379056572,0.014213350897287574,0.010100304206015608,-0.00017691380077721288,0.44342020006827154,16.025499165841588,0.14519450000000234,1.0,0.05918299999999732,1.5162292373445794,1.7951949041100388,1.2472114450703324,1.0,2.3053985410965995e-05
294873015,EC,0.12908484045883473,0.0,0.10307150000000043,0.01732891904954133,0.8734914911722866,0.004250579853669812,2,0.0,0.40444810543657334,-1.1967123142483456,0.062092245004595675,0.06384778496942028,5.9789690523957,0.052103499999999414,0.17627677100494235,-0.1,0.242066136887975,0.412186618815695,0.5567085362727539,0.6809536016406075,0.8713066316480537,0.013355890557155999,0.007966697989043175,-4.005031552030385e-05,0.8946053894229583,14.60794694892916,0.10860925000000066,1.0,0.013854999999999507,1.8832135700539852,2.6833721633535434,1.4407941012877334,1.0,1.7671463149592616e-05
273416793,EC,0.1965282392912725,0.0,0.1217365000000008,0.009018909765647554,0.8831109530404436,0.005066274367049498,2,0.0,0.3891178895300907,-1.2636272177183008,0.08210267959801262,0.45014531244922085,6.129730765531317,0.061348999999999876,0.20115416323165705,-0.03333333333333333,0.24096197556687188,0.43346673020237075,0.6578517903153006,0.8129309217878339,0.9074137356401861,0.014654268531466667,0.012028838511860498,0.00014635617758153375,0.501050956735746,16.20573100659522,0.15539500000000217,1.0,0.09289200000000619,1.7897917241851875,2.4366767647661636,1.3826286783219364,1.0,2.429518434648931e-05
441025443,EC,0.2720124448030007,0.0,0.16022999999999943,0.016429568570305322,0.8668519767884152,0.007059739341408713,3,0.0,0.28194558944765047,-0.8171585791450471,0.09720738639022382,0.5983819980057237,6.603218966877747,0.07293600000000033,0.22423742786479803,0.1,0.2138404253589367,0.38922944342368637,0.5520007804751174,0.6626754036519736,0.8339424856018509,0.022375049206116986,0.018316608710774337,-5.877056034327655e-05,0.25684017635869383,13.769259981038745,0.1687189999999994,1.0,0.14215599999999995,1.8021926279492635,2.487610452328219,1.4053351683824415,1.0,4.961508269792395e-05
270202713,EC,0.23495302382878452,0.0,0.2575799999999999,0.012612174088858216,0.8562822764136703,0.011028709265570764,2,0.0,0.24818694601128122,-0.6616875583615323,0.15374661549977434,0.7462087631750665,9.060601705449677,0.09539799999999943,0.25543916196615635,-0.1,0.1925515500946372,0.34495826227822135,0.5211353826356955,0.6853669150732643,0.8089402262251114,0.034580815945995595,0.030099489662931054,0.00014128675205946512,0.3756009494815012,13.940581059629332,0.24976999999999983,1.0,0.2697919999999989,1.8203601595036951,2.5333644075977104,1.4137440128120737,1.0,0.0001213623012832471
389756667,EC,0.1441312681447175,0.0,0.15036950000000004,0.016538251012258923,0.8682820014116261,0.00564346431470047,2,0.0,0.24751655629139072,-0.9559213251004568,0.09620892478765046,0.6416091355344749,8.303056433821776,0.06296599999999763,0.2326158940397351,-0.03333333333333333,0.22984425674472111,0.3945008731601312,0.5843365764995256,0.7714672654050408,0.9146080154590465,0.016491528057123856,0.014401361028607423,-0.00022168963782100658,0.9269753946336167,17.047848524006625,0.16395225000000124,1.0,0.15485900000000186,1.788599407984928,2.421574268840622,1.3601793555578559,1.0,2.8912001244186635e-05
